time,admin1,tmx,pre,conflicts
1999-02,Togdheer,33.914,0.07700001,0.0
1999-02,Woqooyi Galbeed,33.094,0.197,0.0
1999-03,Awdal,33.45,3.8375,0.0
1999-03,Bakool,38.43,2.1,0.0
1999-03,Banadir,37.029502,2.6500000999999997,1.0
1999-03,Bari,33.779587,0.5479167,0.0
1999-03,Bay,39.903572,2.6542857,1.0
1999-03,Galgaduud,37.264706,1.3817647,0.0
1999-03,Gedo,40.269283,2.6307144,0.0
1999-03,Hiraan,39.21909,1.7918181,2.0
1999-03,Lower Juba,38.80647,0.79294115,1.0
1999-03,Lower Shabelle,38.337,2.3200002,0.0
1999-03,Middle Juba,39.562,1.8299999,0.0
1999-03,Middle Shabelle,35.722004,2.98,0.0
1999-03,Mudug,35.651764,1.1611763,0.0
1999-03,Nugaal,34.672,1.0120001,1.0
1999-03,Sanaag,33.25,1.0155555,0.0
1999-03,Sool,34.900833,1.0891666,1.0
1999-03,Togdheer,34.475,1.5379999,0.0
1999-03,Woqooyi Galbeed,33.952003,2.807,0.0
1999-04,Awdal,36.085,0.6575,0.0
1999-04,Bakool,38.25875,3.47375,0.0
1999-04,Banadir,36.551500000000004,2.8105,0.0
1999-04,Bari,35.781666,0.56583333,0.0
1999-04,Bay,38.815002,3.9435713,2.0
1999-04,Galgaduud,37.732353,1.6794118,0.0
1999-04,Gedo,38.84571,2.6,3.0
1999-04,Hiraan,39.095455,1.9545455,0.0
1999-04,Lower Juba,37.85059,2.355294,1.0
1999-04,Lower Shabelle,37.581,3.117,0.0
1999-04,Middle Juba,38.828003,2.576,0.0
1999-04,Middle Shabelle,35.522,2.504,0.0
1999-04,Mudug,37.041763,1.4829413,0.0
1999-04,Nugaal,36.109,1.367,0.0
1999-04,Sanaag,34.97111,1.0522221,0.0
1999-04,Sool,36.065,1.3125,0.0
1999-04,Togdheer,35.553997,1.456,0.0
1999-04,Woqooyi Galbeed,35.546,0.901,0.0
1999-05,Awdal,40.920002,0.3225,0.0
1999-05,Bakool,34.74125,1.7774999,0.0
1999-05,Banadir,34.242000000000004,2.6429999,0.0
1999-05,Bari,38.202084,1.0904166,0.0
1999-05,Bay,34.687855,2.5314286,5.0
1999-05,Galgaduud,36.777645,2.03,0.0
1999-05,Gedo,35.605,1.4085715,1.0
1999-05,Hiraan,36.964542,3.14,0.0
1999-05,Lower Juba,34.562943,1.8376471,0.0
1999-05,Lower Shabelle,34.122,2.6279998,0.0
1999-05,Middle Juba,35.211998,2.032,0.0
1999-05,Middle Shabelle,34.362,2.658,0.0
1999-05,Mudug,36.74,2.0194116,0.0
1999-05,Nugaal,36.506,1.4219999,0.0
1999-05,Sanaag,36.205,1.2850001,0.0
1999-05,Sool,36.530003,1.3341666,0.0
1999-05,Togdheer,35.76,1.0370001,0.0
1999-05,Woqooyi Galbeed,38.388,0.385,0.0
1999-06,Awdal,40.885002,0.22749999,1.0
1999-06,Bakool,33.63625,0.16874999,0.0
1999-06,Banadir,32.17,0.10699999985,2.0
1999-06,Bari,36.877502,0.16375001,0.0
1999-06,Bay,33.565716,0.41499996,3.0
1999-06,Galgaduud,34.14,0.065882355,0.0
1999-06,Gedo,34.669285,0.4557143,1.0
1999-06,Hiraan,34.15636,0.04,0.0
1999-06,Lower Juba,33.84059,0.9952941,0.0
1999-06,Lower Shabelle,32.558002,0.21,0.0
1999-06,Middle Juba,34.168,0.638,0.0
1999-06,Middle Shabelle,31.781998,0.0039999997,0.0
1999-06,Mudug,34.631176,0.06411764,0.0
1999-06,Nugaal,34.404,0.19000001,0.0
1999-06,Sanaag,35.52111,0.415,0.0
1999-06,Sool,35.33,0.25166667,0.0
1999-06,Togdheer,35.219,0.299,0.0
1999-06,Woqooyi Galbeed,38.07,0.31300002,1.0
1999-07,Awdal,37.7775,1.915,0.0
1999-07,Bakool,33.38875,0.2125,0.0
1999-07,Banadir,32.2415,0.2675,3.0
1999-07,Bari,35.260418,0.82333344,0.0
1999-07,Bay,33.765713,0.63571423,1.0
1999-07,Galgaduud,33.798824,0.40235293,0.0
1999-07,Gedo,33.805,0.42428568,0.0
